year_film,year_ceremony,ceremony,Category,gender,name,Race,film,winner
1955,1956,28,DOCUMENTARY (Feature),Female,"Nancy Hamilton, Producer",White,Helen Keller in Her Story,1
1955,1956,28,DOCUMENTARY (Short Subject),Male,"Dore Schary, Producer",White,The Battle of Gettysburg,0
1955,1956,28,DOCUMENTARY (Short Subject),Male,"Wilbur T. Blume, Producer",White,The Face of Lincoln,0
1955,1956,28,DOCUMENTARY (Short Subject),Male,"Walt Disney, Producer",White,Men against the Arctic,1
1955,1956,28,FILM EDITING,Male,Ferris Webster,White,Blackboard Jungle,0
1955,1956,28,FILM EDITING,Female,Alma Macrorie,White,The Bridges at Toko-Ri,0
1955,1956,28,FILM EDITING,Male,"Gene Ruggiero, George Boemler",White,Oklahoma!,0
1955,1956,28,FILM EDITING,Male,"Charles Nelson, William A. Lyon",White,Picnic,1
1955,1956,28,FILM EDITING,Male,Warren Low,White,The Rose Tattoo,0
1955,1956,28,MUSIC (Music Score of a Dramatic or Comedy Picture),Male,Max Steiner,White,Battle Cry,0
1955,1956,28,MUSIC (Music Score of a Dramatic or Comedy Picture),Male,Alfred Newman,White,Love Is a Many-Splendored Thing,1
1955,1956,28,MUSIC (Music Score of a Dramatic or Comedy Picture),Male,Elmer Bernstein,White,The Man with the Golden Arm,0
1955,1956,28,MUSIC (Music Score of a Dramatic or Comedy Picture),Male,George Duning,White,Picnic,0
1955,1956,28,MUSIC (Music Score of a Dramatic or Comedy Picture),Male,Alex North,White,The Rose Tattoo,0
1955,1956,28,MUSIC (Scoring of a Musical Picture),Male,Alfred Newman,White,Daddy Long Legs,0
1955,1956,28,MUSIC (Scoring of a Musical Picture),Male,"Jay Blackton, Cyril J. Mockridge",White,Guys and Dolls,0
1955,1956,28,MUSIC (Scoring of a Musical Picture),Male,Andre Previn,White,It's Always Fair Weather,0
1955,1956,28,MUSIC (Scoring of a Musical Picture),Male,"Percy Faith, George Stoll",White,Love Me or Leave Me,0
1955,1956,28,MUSIC (Scoring of a Musical Picture),Male,"Robert Russell Bennett, Jay Blackton, Adolph Deutsch",White,Oklahoma!,1
1955,1956,28,MUSIC (Song),Male,Music by Nicholas Brodszky; Lyrics by Sammy Cahn,White,Love Me or Leave Me,0
1955,1956,28,MUSIC (Song),Male,Music by Sammy Fain; Lyrics by Paul Francis Webster,White,Love Is a Many-Splendored Thing,1
1955,1956,28,MUSIC (Song),Male,Music and Lyrics by Johnny Mercer,White,Daddy Long Legs,0
1955,1956,28,MUSIC (Song),Male,Music by James Van Heusen; Lyrics by Sammy Cahn,White,The Tender Trap,0
1955,1956,28,MUSIC (Song),Male,Music by Alex North; Lyrics by Hy Zaret,White,Unchained,0
1955,1956,28,BEST PICTURE,Male,"Buddy Adler, Producer",White,Love Is a Many-Splendored Thing,0
1955,1956,28,BEST PICTURE,Male,"Harold Hecht, Producer",White,Marty,1
1955,1956,28,BEST PICTURE,Male,"Leland Hayward, Producer",White,Mister Roberts,0
1955,1956,28,BEST PICTURE,Male,"Fred Kohlmar, Producer",White,Picnic,0
1955,1956,28,BEST PICTURE,Male,"Hal B. Wallis, Producer",White,The Rose Tattoo,0
1955,1956,28,SHORT SUBJECT (Cartoon),Male,"Fred Quimby, William Hanna and Joseph Barbera, Producers",White,Good Will to Men,0
1955,1956,28,SHORT SUBJECT (Cartoon),Male,"Walter Lantz, Producer",White,The Legend of Rock-a-bye Point,0
1955,1956,28,SHORT SUBJECT (Cartoon),Male,"Walt Disney, Producer",White,No Hunting,0
1955,1956,28,SHORT SUBJECT (Cartoon),Male,"Edward Selzer, Producer",White,Speedy Gonzales,1
1955,1956,28,SHORT SUBJECT (One-reel),Male,"Robert Youngson, Producer",White,Gadgets Galore,0
1955,1956,28,SHORT SUBJECT (One-reel),Male,"Edmund Reek, Producer",White,Survival City,1
1955,1956,28,SHORT SUBJECT (One-reel),Male,"Carson Davidson, Producer",White,3rd Ave. El,0
1955,1956,28,SHORT SUBJECT (One-reel),Male,"Justin Herman, Producer",White,Three Kisses,0
1955,1956,28,SHORT SUBJECT (Two-reel),Male,"Dore Schary, Producer",White,The Battle of Gettysburg,0
1955,1956,28,SHORT SUBJECT (Two-reel),Male,"Wilbur T. Blume, Producer",White,The Face of Lincoln,1
1955,1956,28,SHORT SUBJECT (Two-reel),Male,"George K. Arthur, Producer",White,On the Twelfth Day...,0
1955,1956,28,SHORT SUBJECT (Two-reel),Male,"Walt Disney, Producer",White,Switzerland,0
1955,1956,28,SHORT SUBJECT (Two-reel),Male,"Cedric Francis, Producer",White,24-Hour Alert,0
1955,1956,28,SOUND RECORDING,Male,"20th Century-Fox Studio Sound Department, Carl W. Faulkner, Sound Director",White,Love Is a Many-Splendored Thing,0
1955,1956,28,SOUND RECORDING,Male,"Metro-Goldwyn-Mayer Studio Sound Department, Wesley C. Miller, Sound Director",White,Love Me or Leave Me,0
1955,1956,28,SOUND RECORDING,Male,"Warner Bros. Studio Sound Department, William A. Mueller, Sound Director",White,Mister Roberts,0
1955,1956,28,SOUND RECORDING,Male,"Radio Corporation of America Sound Department, Watson Jones, Sound Director",White,Not as a Stranger,0
1955,1956,28,SOUND RECORDING,Male,"Todd-AO Sound Department, Fred Hynes, Sound Director",White,Oklahoma!,1
1955,1956,28,SPECIAL EFFECTS,Male,Paramount Studio,White,The Bridges at Toko-Ri,1
1955,1956,28,SPECIAL EFFECTS,Male,"Associated British Picture Corporation, Ltd.",White,The Dam Busters,0
1955,1956,28,SPECIAL EFFECTS,Male,20th Century-Fox Studio,White,The Rains of Ranchipur,0
1955,1956,28,WRITING (Motion Picture Story),Male,Daniel Fuchs,White,Love Me or Leave Me,1
1955,1956,28,WRITING (Motion Picture Story),Male,"Joe Connelly, Bob Mosher",White,The Private War of Major Benson,0
1955,1956,28,WRITING (Motion Picture Story),Male,Nicholas Ray,White,Rebel without a Cause,0
1955,1956,28,WRITING (Motion Picture Story),Male,"Jean Marsan, Henry Troyat, Jacques Perret, Henri Verneuil, Raoul Ploquin",White,The Sheep Has Five Legs,0
1955,1956,28,WRITING (Motion Picture Story),Male,"Beirne Lay, Jr.",White,Strategic Air Command,0
1955,1956,28,WRITING (Adapted Screenplay),Male,Millard Kaufman,White,Bad Day at Black Rock,0
1955,1956,28,WRITING (Adapted Screenplay),Male,Richard Brooks,White,Blackboard Jungle,0
1955,1956,28,WRITING (Adapted Screenplay),Male,Paul Osborn,White,East of Eden,0
1955,1956,28,WRITING (Adapted Screenplay),Female,"Daniel Fuchs, Isobel Lennart",White,Love Me or Leave Me,0
1955,1956,28,WRITING (Adapted Screenplay),Male,Paddy Chayefsky,White,Marty,1
1955,1956,28,WRITING (Story and Screenplay),Male,"Milton Sperling, Emmet Lavery",White,The Court-Martial of Billy Mitchell,0
1955,1956,28,WRITING (Story and Screenplay),Female,"William Ludwig, Sonya Levien",White,Interrupted Melody,1
1955,1956,28,WRITING (Story and Screenplay),Female,"Betty Comden, Adolph Green",White,It's Always Fair Weather,0
1955,1956,28,WRITING (Story and Screenplay),Male,"Jacques Tati, Henri Marquet",White,Mr. Hulot's Holiday,0
1955,1956,28,WRITING (Story and Screenplay),Male,"Melville Shavelson, Jack Rose",White,The Seven Little Foys,0
1955,1956,28,HONORARY FOREIGN LANGUAGE FILM AWARD,Male, Samurai,White,,1
1956,1957,29,ART DIRECTION (Black-and-White),Male,Takashi Matsuyama,White,The Magnificent Seven,0
1956,1957,29,ART DIRECTION (Black-and-White),Male,"Art Direction:  Hal Pereira, A. Earl Hedrick;  Set Decoration:  Samuel M. Comer, Frank R. McKelvy",White,The Proud and Profane,0
1956,1957,29,ART DIRECTION (Black-and-White),Male,"Art Direction:  Ross Bellah;  Set Decoration:  William R. Kiernan, Louis Diage",White,The Solid Gold Cadillac,0
1956,1957,29,ART DIRECTION (Black-and-White),Male,"Art Direction:  Cedric Gibbons, Malcolm F. Brown;  Set Decoration:  Edwin B. Willis, F. Keogh Gleason",White,Somebody Up There Likes Me,1
1956,1957,29,ART DIRECTION (Black-and-White),Male,"Art Direction:  Lyle R. Wheeler, Jack Martin Smith;  Set Decoration:  Walter M. Scott, Stuart A. Reiss",White,Teenage Rebel,0
1956,1957,29,ART DIRECTION (Color),Male,"Art Direction:  James W. Sullivan, Ken Adam;  Set Decoration:  Ross J. Dowd",White,Around the World in 80 Days,0
1956,1957,29,ART DIRECTION (Color),Male,Art Direction:  Boris Leven;  Set Decoration:  Ralph S. Hurst,White,Giant,0
1956,1957,29,ART DIRECTION (Color),Male,"Art Direction:  Lyle R. Wheeler, John DeCuir;  Set Decoration:  Walter M. Scott, Paul S. Fox",White,The King and I,1
1956,1957,29,ART DIRECTION (Color),Male,"Art Direction:  Cedric Gibbons, Hans Peters, Preston Ames;  Set Decoration:  Edwin B. Willis, F. Keogh Gleason",White,Lust for Life,0
1956,1957,29,ART DIRECTION (Color),Male,"Art Direction:  Hal Pereira, Walter H. Tyler, Albert Nozaki;  Set Decoration:  Samuel M. Comer, Ray Moyer",Asian,The Ten Commandments,0
1956,1957,29,CINEMATOGRAPHY,Male,Boris Kaufman,White,Baby Doll,0
1956,1957,29,CINEMATOGRAPHY,Male,Hal Rosson,White,The Bad Seed,0
1956,1957,29,CINEMATOGRAPHY,Male,Burnett Guffey,White,The Harder They Fall,0
1956,1957,29,CINEMATOGRAPHY,Male,Joseph Ruttenberg,White,Somebody Up There Likes Me,1
1956,1957,29,CINEMATOGRAPHY,Male,Walter Strenge,White,Stagecoach to Fury,0
1956,1957,29,CINEMATOGRAPHY,Male,Lionel Lindon,White,Around the World in 80 Days,1
1956,1957,29,CINEMATOGRAPHY,Male,Harry Stradling,White,The Eddy Duchin Story,0
1956,1957,29,CINEMATOGRAPHY,Male,Leon Shamroy,White,The King and I,0
1956,1957,29,CINEMATOGRAPHY,Male,Loyal Griggs,White,The Ten Commandments,0
1956,1957,29,CINEMATOGRAPHY,Male,Jack Cardiff,White,War and Peace,0
1956,1957,29,COSTUME DESIGN (Black-and-White),Male,Kohei Ezaki,Asian,The Magnificent Seven,0
1956,1957,29,COSTUME DESIGN (Black-and-White),Female,Helen Rose,White,The Power and the Prize,0
1956,1957,29,COSTUME DESIGN (Black-and-White),Female,Edith Head,White,The Proud and Profane,0
1956,1957,29,COSTUME DESIGN (Black-and-White),Male,Jean Louis,White,The Solid Gold Cadillac,1
1956,1957,29,COSTUME DESIGN (Black-and-White),Female,"Charles LeMaire, Mary Wills",White,Teenage Rebel,0
1956,1957,29,COSTUME DESIGN (Color),Male,Miles White,White,Around the World in 80 Days,0
1956,1957,29,COSTUME DESIGN (Color),Female,"Moss Mabry, Marjorie Best",White,Giant,0
1956,1957,29,COSTUME DESIGN (Color),Female,Irene Sharaff,White,The King and I,1
1956,1957,29,COSTUME DESIGN (Color),Female,"Edith Head, Ralph Jester, John Jensen, Dorothy Jeakins, Arnold Friberg",White,The Ten Commandments,0
1956,1957,29,COSTUME DESIGN (Color),Male,Marie De Matteis,White,War and Peace,0
1956,1957,29,DIRECTING,Male,Michael Anderson,White,Around the World in 80 Days,0
1956,1957,29,DIRECTING,Male,William Wyler,White,Friendly Persuasion,0
1956,1957,29,DIRECTING,Male,George Stevens,White,Giant,1
1956,1957,29,DIRECTING,Male,Walter Lang,White,The King and I,0
1956,1957,29,DIRECTING,Male,King Vidor,White,War and Peace,0
1956,1957,29,DOCUMENTARY (Feature),Male,"Louis Clyde Stoumen, Producer",White,The Naked Eye,0
1956,1957,29,DOCUMENTARY (Feature),Male,"Jacques-Yves Cousteau, Producer",White,The Silent World,1
1956,1957,29,DOCUMENTARY (Feature),Male,The Government Film Committee of Denmark,White,Where Mountains Float,0
1956,1957,29,DOCUMENTARY (Short Subject),Male,"Charles Guggenheim & Associates, Inc.",White,A City Decides,0
1956,1957,29,DOCUMENTARY (Short Subject),Male,"John Healy, Producer",White,The Dark Wave,0
1956,1957,29,DOCUMENTARY (Short Subject),Male,"Valentine Davies, Producer",White,The House without a Name,0
1956,1957,29,DOCUMENTARY (Short Subject),Male,"Ward Kimball, Producer",White,Man in Space,0
1956,1957,29,DOCUMENTARY (Short Subject),Male,"Louis Clyde Stoumen, Producer",White,The True Story of the Civil War,1
1956,1957,29,FILM EDITING,Male,"Gene Ruggiero, Paul Weatherwax",White,Around the World in 80 Days,1
1956,1957,29,FILM EDITING,Male,Merrill G. White,White,The Brave One,0
1956,1957,29,FILM EDITING,Male,"William Hornbeck, Philip W. Anderson, Fred Bohanan",White,Giant,0
1956,1957,29,FILM EDITING,Male,Albert Akst,White,Somebody Up There Likes Me,0
1956,1957,29,FILM EDITING,Female,Anne Bauchens,White,The Ten Commandments,0
1956,1957,29,FOREIGN LANGUAGE FILM,Male,"Federal Republic of Germany - West; Gyula Trebitsch and Walter Koppel, Producers",White,The Captain of Kopenick,0
1956,1957,29,FOREIGN LANGUAGE FILM,Male,"France; Annie Dorfmann, Producer",White,Gervaise,0
1956,1957,29,FOREIGN LANGUAGE FILM,Male,"Japan; Masayuki Takagi, Producer",Asian,Harp of Burma,0
1956,1957,29,FOREIGN LANGUAGE FILM,Male,"Italy; Dino De Laurentiis and Carlo Ponti, Producers",White,La Strada,1
1956,1957,29,FOREIGN LANGUAGE FILM,Male,"Denmark; O. Dalsgaard-Olsen, Producer",White,Qivitoq,0
1956,1957,29,MUSIC (Music Score of a Dramatic or Comedy Picture),Male,Alfred Newman,White,Anastasia,0
1956,1957,29,MUSIC (Music Score of a Dramatic or Comedy Picture),Male,Victor Young,White,Around the World in 80 Days,1
1956,1957,29,MUSIC (Music Score of a Dramatic or Comedy Picture),Male,Hugo Friedhofer,White,Between Heaven and Hell,0
1956,1957,29,MUSIC (Music Score of a Dramatic or Comedy Picture),Male,Dimitri Tiomkin,White,Giant,0
1956,1957,29,MUSIC (Music Score of a Dramatic or Comedy Picture),Male,Alex North,White,The Rainmaker,0
1956,1957,29,MUSIC (Scoring of a Musical Picture),Male,Lionel Newman,White,The Best Things in Life Are Free,0
1956,1957,29,MUSIC (Scoring of a Musical Picture),Male,"Morris Stoloff, George Duning",White,The Eddy Duchin Story,0
1956,1957,29,MUSIC (Scoring of a Musical Picture),Male,"Johnny Green, Saul Chaplin",White,High Society,0
1956,1957,29,MUSIC (Scoring of a Musical Picture),Male,"Alfred Newman, Ken Darby",White,The King and I,1
1956,1957,29,MUSIC (Scoring of a Musical Picture),Male,"George Stoll, Johnny Green",White,Meet Me in Las Vegas,0
1956,1957,29,MUSIC (Song),Male,Music by Dimitri Tiomkin; Lyrics by Paul Francis Webster,White,Friendly Persuasion,0
1956,1957,29,MUSIC (Song),Male,Music by Leith Stevens; Lyrics by Tom Adair,White,Julie,0
1956,1957,29,MUSIC (Song),Male,Music and Lyrics by Cole Porter,White,High Society,0
1956,1957,29,MUSIC (Song),Male,Music and Lyrics by Jay Livingston and Ray Evans,White,The Man Who Knew Too Much,1
1956,1957,29,MUSIC (Song),Male,Music by Victor Young; Lyrics by Sammy Cahn,White,Written on the Wind,0
1956,1957,29,BEST PICTURE,Male,"Michael Todd, Producer",White,Around the World in 80 Days,1
1956,1957,29,BEST PICTURE,Male,"William Wyler, Producer",White,Friendly Persuasion,0
1956,1957,29,BEST PICTURE,Male,"George Stevens and Henry Ginsberg, Producers",White,Giant,0
1956,1957,29,BEST PICTURE,Male,"Charles Brackett, Producer",White,The King and I,0
1956,1957,29,BEST PICTURE,Male,"Cecil B. DeMille, Producer",White,The Ten Commandments,0
1956,1957,29,SHORT SUBJECT (Cartoon),Male,"Stephen Bosustow, Producer",White,Gerald McBoing-Boing on Planet Moo,0
1956,1957,29,SHORT SUBJECT (Cartoon),Male,"Stephen Bosustow, Producer",White,The Jaywalker,0
1956,1957,29,SHORT SUBJECT (Cartoon),Male,"Stephen Bosustow, Producer",White,Mister Magoo's Puddle Jumper,1
1956,1957,29,SHORT SUBJECT (One-reel),Male,"Konstantin Kalser, Producer",White,Crashing the Water Barrier,1
1956,1957,29,SHORT SUBJECT (One-reel),Male,"Robert Youngson, Producer",White,I Never Forget a Face,0
1956,1957,29,SHORT SUBJECT (One-reel),Male,"Cedric Francis, Producer",White,Time Stood Still,0
1956,1957,29,SHORT SUBJECT (Two-reel),Male,Romulus Films,White,The Bespoke Overcoat,1
1956,1957,29,SHORT SUBJECT (Two-reel),Male,"Larry Lansburgh, Producer",White,Cow Dog,0
1956,1957,29,SHORT SUBJECT (Two-reel),Male,"John Healy, Producer",White,The Dark Wave,0
1956,1957,29,SHORT SUBJECT (Two-reel),Male,"Walt Disney, Producer",White,Samoa,0
1956,1957,29,SOUND RECORDING,Male,"King Bros. Productions, Inc., Sound Department, John Myers, Sound Director",White,The Brave One,0
1956,1957,29,SOUND RECORDING,Male,"Columbia Studio Sound Department, John Livadary, Sound Director",White,The Eddy Duchin Story,0
1956,1957,29,SOUND RECORDING,Male,"Westrex Sound Services, Inc., Gordon R. Glennan, Sound Director; and Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director",White,Friendly Persuasion,0
1956,1957,29,SOUND RECORDING,Male,"20th Century-Fox Studio Sound Department, Carl Faulkner, Sound Director",White,The King and I,1
1956,1957,29,SOUND RECORDING,Male,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",White,The Ten Commandments,0
1956,1957,29,SPECIAL EFFECTS,Male,"A. Arnold Gillespie, Irving Ries, Wesley C. Miller",White,Forbidden Planet,0
1956,1957,29,SPECIAL EFFECTS,Male,John Fulton,White,The Ten Commandments,1
1956,1957,29,WRITING (Motion Picture Story),Male,Dalton Trumbo,White,The Brave One,1
1956,1957,29,WRITING (Motion Picture Story),Male,Leo Katcher,White,The Eddy Duchin Story,0
1956,1957,29,WRITING (Motion Picture Story),Male,"Edward Bernds, Elwood Ullman",White,High Society,0
1956,1957,29,WRITING (Motion Picture Story),Male,Jean Paul Sartre,White,The Proud and the Beautiful,0
1956,1957,29,WRITING (Motion Picture Story),Male,Cesare Zavattini,White,Umberto D.,0
1956,1957,29,WRITING (Adapted Screenplay),Male,"James Poe, John Farrow, S.J. Perelman",White,Around the World in 80 Days,1
1956,1957,29,WRITING (Adapted Screenplay),Male,Tennessee Williams,White,Baby Doll,0
1956,1957,29,WRITING (Adapted Screenplay),Male,Michael Wilson,White,Friendly Persuasion,0
1956,1957,29,WRITING (Adapted Screenplay),Male,"Fred Guiol, Ivan Moffat",White,Giant,0
1956,1957,29,WRITING (Adapted Screenplay),Male,Norman Corwin,White,Lust for Life,0
1956,1957,29,WRITING (Screenplay--Original),Male,Robert Lewin,White,The Bold and the Brave,0
1956,1957,29,WRITING (Screenplay--Original),Male,Andrew L. Stone,White,Julie,0
1956,1957,29,WRITING (Screenplay--Original),Male,"Federico Fellini, Tullio Pinelli",White,La Strada,0
1956,1957,29,WRITING (Screenplay--Original),Male,William Rose,White,The Ladykillers,0
1956,1957,29,WRITING (Screenplay--Original),Male,Albert Lamorisse,White,The Red Balloon,1
1956,1957,29,JEAN HERSHOLT HUMANITARIAN AWARD,Male,Y. Frank Freeman,White,,1
1956,1957,29,HONORARY AWARD,Male, Eddie Cantor for distinguished service to the film industry.,White,,1
1956,1957,29,IRVING G. THALBERG MEMORIAL AWARD,Male,Buddy Adler,White,,1
1957,1958,30,PRODUCTION DESIGN,Male,"Art Direction:  Hal Pereira, George W. Davis;  Set Decoration:  Sam Comer, Ray Moyer",White,Funny Face,0
1957,1958,30,PRODUCTION DESIGN,Male,"Art Direction:  William A. Horning, Gene Allen;  Set Decoration:  Edwin B. Willis, Richard Pefferle",White,Les Girls,0
1957,1958,30,PRODUCTION DESIGN,Male,"Art Direction:  Walter Holscher;  Set Decoration:  William Kiernan, Louis Diage",White,Pal Joey,0
1957,1958,30,PRODUCTION DESIGN,Male,"Art Direction:  William A. Horning, Urie McCleary;  Set Decoration:  Edwin B. Willis, Hugh Hunt",White,Raintree County,0
1957,1958,30,PRODUCTION DESIGN,Male,Art Direction:  Ted Haworth;  Set Decoration:  Robert Priestley,White,Sayonara,1
1957,1958,30,CINEMATOGRAPHY,Male,Milton Krasner,White,An Affair to Remember,0
1957,1958,30,CINEMATOGRAPHY,Male,Jack Hildyard,White,The Bridge on the River Kwai,1
1957,1958,30,CINEMATOGRAPHY,Male,Ray June,White,Funny Face,0
1957,1958,30,CINEMATOGRAPHY,Male,William Mellor,White,Peyton Place,0
1957,1958,30,CINEMATOGRAPHY,Male,Ellsworth Fredricks,White,Sayonara,0
1957,1958,30,COSTUME DESIGN,Male,Charles LeMaire,White,An Affair to Remember,0
1957,1958,30,COSTUME DESIGN,Female,"Edith Head, Hubert de Givenchy",White,Funny Face,0
1957,1958,30,COSTUME DESIGN,Male,Orry-Kelly,White,Les Girls,1
1957,1958,30,COSTUME DESIGN,Male,Jean Louis,White,Pal Joey,0
1957,1958,30,COSTUME DESIGN,Male,Walter Plunkett,White,Raintree County,0
1957,1958,30,DIRECTING,Male,David Lean,White,The Bridge on the River Kwai,1
